#TYPE System.Diagnostics.Process
"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","svchost","556","2203986116608","13926400","6262784","31024","C:\Windows\system32\svchost.exe","Microsoft Corporation","10.875","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1368","Microsoft.Win32.SafeHandles.SafeProcessHandle","556","896",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31024","31024","6262784","6262784","214512","214512","9355264","9355264","20570112","20570112","674185216","2203992408064","True","Normal","6262784","6262784","00:00:08.8906250","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.8750000","00:00:01.9843750","667893760","2203986116608","False",,,,"13926400","13926400",,
"Process","svchost","952","2199159025664","16814080","9170944","38544","C:\Windows\system32\svchost.exe","Microsoft Corporation","36.8125","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1408","Microsoft.Win32.SafeHandles.SafeProcessHandle","952","1100",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38544","38544","9170944","9170944","278024","278024","9768960","9768960","25677824","25677824","145276928","2199168532480","True","Normal","9170944","9170944","00:00:28.8750000","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:36.8125000","00:00:07.9375000","135770112","2199159025664","False",,,,"16814080","16814080",,
"Process","svchost","722","2200199884800","14213120","8048640","40648","C:\Windows\System32\svchost.exe","Microsoft Corporation","22.65625","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1588","Microsoft.Win32.SafeHandles.SafeProcessHandle","722","1260",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40648","40648","8048640","8048640","143520","143520","28540928","28540928","38531072","38531072","1441865728","2200465121280","True","Normal","8048640","8048640","00:00:15.1562500","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.6562500","00:00:07.5000000","1176629248","2200199884800","False",,,,"14213120","14213120",,
"Process","svchost","526","2199145254912","17690624","12558336","43992","C:\Windows\system32\svchost.exe","Microsoft Corporation","15.609375","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1524","Microsoft.Win32.SafeHandles.SafeProcessHandle","526","1524",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43992","43992","12558336","12558336","141544","141544","65368064","65368064","61460480","61460480","680128512","2199703384064","True","Normal","12558336","12558336","00:00:06.6718750","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:15.6093750","00:00:08.9375000","121999360","2199145254912","False",,,,"17690624","17690624",,
"Process","svchost","226","2199643844608","10612736","4239360","19424","C:\Windows\system32\svchost.exe","Microsoft Corporation","11.125","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1396","Microsoft.Win32.SafeHandles.SafeProcessHandle","226","1860",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19424","19424","4239360","4239360","117400","117400","4874240","4874240","18362368","18362368","626782208","2199650037760","True","Normal","4239360","4239360","00:00:02.9062500","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:58:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.1250000","00:00:08.2187500","620589056","2199643844608","False",,,,"10612736","10612736",,
"Process","svchost","84","2199050088448","5111808","1245184","5568",,,"0.03125",,,,,"8",,,,,,"84","2268",".","0","",,,,,"5568","5568","1245184","1245184","51608","51608","1495040","1495040","5316608","5316608","28680192","2199051935744",,,"1245184","1245184","00:00:00","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:04:57 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","26832896","2199050088448","False",,,,"5111808","5111808",,
"Process","svchost","447","2199165251584","19816448","5410816","22264","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.671875","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"1744","Microsoft.Win32.SafeHandles.SafeProcessHandle","447","3468",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22264","22264","5410816","5410816","275344","275344","5873664","5873664","20541440","20541440","143450112","2199166705664","True","Normal","5410816","5410816","00:00:00.4375000","svchost","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 11:08:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.2343750","141996032","2199165251584","False",,,,"19816448","19816448",,
"Process","svchost","177","2199099277312","5419008","2236416","12912","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.1875","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Services","Microsoft? Windows? Operating System","8",,"False",,"3028","Microsoft.Win32.SafeHandles.SafeProcessHandle","177","4864",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12912","12912","2236416","2236416","148080","148080","2342912","2342912","12546048","12546048","77611008","2199100866560","True","Normal","2236416","2236416","00:00:00.1250000","svchost","1","True","1","System.Diagnostics.ProcessStartInfo","1/13/2016 8:02:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0625000","76021760","2199099277312","False",,,,"5419008","5419008",,
"Process","System","934","60215296","26877952","294912","0",,,"554.203125",,,,,"8",,,,,,"934","4",".","0","",,,,,"0","0","294912","294912","0","0","344064","344064","62316544","62316544","90865664","90865664",,,"294912","294912","00:09:14.2031250","System",,"True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:09:14.2031250","00:00:00","60215296","60215296","False",,,,"26877952","26877952",,
"Process","taskhostw","319","2199288143872","6230016","6471680","33704","C:\Windows\system32\taskhostw.exe","Microsoft Corporation","1.375","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Host Process for Windows Tasks","Microsoft? Windows? Operating System","8",,"False",,"1356","Microsoft.Win32.SafeHandles.SafeProcessHandle","319","2680",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33704","33704","6471680","6471680","221680","221680","11345920","11345920","20926464","20926464","409489408","2199432744960","True","Normal","6471680","6471680","00:00:00.7343750","taskhostw","1","True","1","System.Diagnostics.ProcessStartInfo","1/13/2016 8:00:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3750000","00:00:00.6406250","264888320","2199288143872","False",,,,"6230016","6230016",,
"Process","VGAuthService","140","77971456","2187264","4730880","11600","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe","VMware, Inc.","0.234375","10.0.0.20522","e.x.p build-2977366","VMware Guest Authentication Service","VMware Workstation","8",,"False",,"1716","Microsoft.Win32.SafeHandles.SafeProcessHandle","140","1972",".","0","","System.Diagnostics.ProcessModule (VGAuthService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11600","11600","4730880","4730880","146632","146632","5582848","5582848","12808192","12808192","80154624","80154624","True","Normal","4730880","4730880","00:00:00.0937500","VGAuthService","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:58:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1406250","77971456","77971456","False",,,,"2187264","2187264",,
"Process","vmacthlp","91","55816192","1466368","1146880","6448","C:\Program Files\VMware\VMware Tools\vmacthlp.exe","VMware, Inc.","0.078125","10.0.0.164","10.0.0 build-2977863","VMware Activation Helper","VMware Tools","8",,"False",,"1624","Microsoft.Win32.SafeHandles.SafeProcessHandle","91","968",".","0","","System.Diagnostics.ProcessModule (vmacthlp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6448","6448","1146880","1146880","112528","112528","1298432","1298432","5632000","5632000","61100032","61100032","True","Normal","1146880","1146880","00:00:00.0625000","vmacthlp","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","55816192","55816192","False",,,,"1466368","1466368",,
"Process","vmtoolsd","363","101957632","9023488","8691712","25440","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe","VMware, Inc.","4.84375","10.0.0.164","10.0.0 build-2977863","VMware Tools Core Service","VMware Tools","13",,"False",,"3548","Microsoft.Win32.SafeHandles.SafeProcessHandle","363","1932",".","0","","System.Diagnostics.ProcessModule (vmtoolsd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25440","25440","8691712","8691712","186160","186160","8691712","8691712","20475904","20475904","113946624","113946624","True","High","8691712","8691712","00:00:03.3281250","vmtoolsd","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:58:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8437500","00:00:01.5156250","101957632","101957632","False",,,,"9023488","9023488",,
"Process","vmtoolsd","552","193699840","21004288","18300928","31096","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe","VMware, Inc.","16.15625","10.0.0.164","10.0.0 build-2977863","VMware Tools Core Service","VMware Tools","8",,"False",,"1444","Microsoft.Win32.SafeHandles.SafeProcessHandle","552","4312",".","0","","System.Diagnostics.ProcessModule (vmtoolsd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31096","31096","18300928","18300928","333656","333656","18526208","18526208","35672064","35672064","241856512","241856512","True","Normal","18300928","18300928","00:00:06.7500000","vmtoolsd","1","True","1","System.Diagnostics.ProcessStartInfo","1/13/2016 8:00:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:16.1562500","00:00:09.4062500","193699840","193699840","False",,,,"21004288","21004288",,
"Process","wininit","85","2199066103808","1052672","831488","8112",,,"0.125",,,,,"13",,,,,,"85","644",".","0","",,,,,"8112","8112","831488","831488","99576","99576","1142784","1142784","4767744","4767744","44978176","2199068233728",,,"831488","831488","00:00:00.1250000","wininit",,"True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00","42848256","2199066103808","False",,,,"1052672","1052672",,
"Process","winlogon","197","2199081598976","3604480","1892352","9704","C:\Windows\system32\winlogon.exe","Microsoft Corporation","0.375","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","Windows Logon Application","Microsoft? Windows? Operating System","13",,"False",,"1436","Microsoft.Win32.SafeHandles.SafeProcessHandle","197","676",".","0","","System.Diagnostics.ProcessModule (winlogon.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9704","9704","1892352","1892352","126424","126424","3035136","3035136","12390400","12390400","67141632","2199090397184","True","High","1892352","1892352","00:00:00.3125000","winlogon","1","True","1","System.Diagnostics.ProcessStartInfo","1/13/2016 7:57:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.0625000","58343424","2199081598976","False",,,,"3604480","3604480",,
"Process","WmiPrvSE","318","2199482273792","14974976","8970240","17912","C:\Windows\system32\wbem\wmiprvse.exe","Microsoft Corporation","17.21875","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","WMI Provider Host","Microsoft? Windows? Operating System","8",,"False",,"1536","Microsoft.Win32.SafeHandles.SafeProcessHandle","318","2320",".","0","","System.Diagnostics.ProcessModule (wmiprvse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17912","17912","8970240","8970240","98640","98640","10203136","10203136","17854464","17854464","509992960","2199533248512","True","Normal","8970240","8970240","00:00:09.1250000","WmiPrvSE","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:58:02 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:17.2187500","00:00:08.0937500","459018240","2199482273792","False",,,,"14974976","14974976",,
"Process","WmiPrvSE","148","2199058300928","7553024","2080768","11416","C:\Windows\system32\wbem\wmiprvse.exe","Microsoft Corporation","0.046875","10.0.10240.16384 (th1.150709-1700)","10.0.10240.16384","WMI Provider Host","Microsoft? Windows? Operating System","8",,"False",,"2220","Microsoft.Win32.SafeHandles.SafeProcessHandle","148","3024",".","0","","System.Diagnostics.ProcessModule (wmiprvse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11416","11416","2080768","2080768","63528","63528","3334144","3334144","7585792","7585792","36749312","2199060004864","True","Normal","2080768","2080768","00:00:00.0156250","WmiPrvSE","1","True","0","System.Diagnostics.ProcessStartInfo","1/13/2016 7:06:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0312500","35045376","2199058300928","False",,,,"7553024","7553024",,
